"No","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"81","RT @ResidentDoctors: FYI @CMA_Docs has launched a 'Health impacts of cannabis use' contest. Provide your voice and opinions in written, ora…",FALSE,0,NA,2018-03-10 03:27:31,FALSE,NA,"972312969546645504",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CMAJ_Open",7,TRUE,FALSE,NA,NA
"82","RT @CMA_Docs: Dr. Rupinder Toor’s motivation to improve women’s access to health care came after learning that her female relatives were sk…",FALSE,0,NA,2018-03-10 03:26:23,FALSE,NA,"972312685428719616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","saadia_hameed",8,TRUE,FALSE,NA,NA
"83","RT @jblackmerMD: We learned in Canada that taking a polarizing pro/con approach was not best for physicians or patients. It was a very diff…",FALSE,0,NA,2018-03-10 03:25:50,FALSE,NA,"972312545292881920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JosephKMayer",2,TRUE,FALSE,NA,NA
"84","RT @DennisKendel: Our failure to assure equitable compensation between medical disciplines harms our profession-we need to chnage this @mar…",FALSE,0,NA,2018-03-10 03:16:53,FALSE,NA,"972310293794574336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","doclaura",6,TRUE,FALSE,NA,NA
"85","RT @TO_dpr: @DocSandyB @CMA_Docs Late to the celebration, so congratulations nonetheless. As a #patient advocate w @CAPA_Arthritis &amp; having…",FALSE,0,NA,2018-03-10 03:02:20,FALSE,NA,"972306630749671424",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CAPA_Arthritis",1,TRUE,FALSE,NA,NA
"86","RT @DocSandyB: I am thrilled and overwhelmed at the news! I am grateful for all of the support and look forward to doing the work as @CMA_D…",FALSE,0,NA,2018-03-10 02:43:55,FALSE,NA,"972301998241480705",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","drchetanmehta",31,TRUE,FALSE,NA,NA
"87","@DocSandyB @CMA_Docs So great to hear the news!  Wonderful!",FALSE,1,"DocSandyB",2018-03-10 02:43:48,FALSE,"971769897955901440","972301966717214721","1053787855","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","drchetanmehta",0,FALSE,FALSE,NA,NA
"88","@DennisKendel @marcoux_laurent @drgigiosler @CMA_Docs @OntariosDoctors @Albertadoctors @SMA_docs @DoctorsOfBC… https://t.co/mWLywvwAYu",FALSE,1,"DennisKendel",2018-03-10 02:19:36,TRUE,"972167181197746176","972295878458343425","807865098","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DrNimigan",0,FALSE,FALSE,NA,NA
"89","RT @OntarioCollege: Congratulations OCFP past-President @DocSandyB on being elected and sincere thanks to all candidates for your dedicatio…",FALSE,0,NA,2018-03-10 01:17:14,FALSE,NA,"972280184933175296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","drduncombe",6,TRUE,FALSE,NA,NA
"90","RT @ElmwoodDotCa: Audrey Grandmaison chronicles her career path to her current role at @CMA_Docs #IWD2018 #StartupWomen https://t.co/gySRL3…",FALSE,0,NA,2018-03-10 00:39:26,FALSE,NA,"972270670976450561",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DNaufalMoffatt",4,TRUE,FALSE,NA,NA
"91","RT @ResidentDoctors: FYI @CMA_Docs has launched a 'Health impacts of cannabis use' contest. Provide your voice and opinions in written, ora…",FALSE,0,NA,2018-03-10 00:01:40,FALSE,NA,"972261167098933249",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bechardmel",7,TRUE,FALSE,NA,NA
"92","RT @ResidentDoctors: FYI @CMA_Docs has launched a 'Health impacts of cannabis use' contest. Provide your voice and opinions in written, ora…",FALSE,0,NA,2018-03-10 00:00:33,FALSE,NA,"972260886613118976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ekwo2011",7,TRUE,FALSE,NA,NA
"93","RT @LisaLevin1: @DocSandyB @CMA_Docs We are thrilled you have been chosen to lead the oma. @AdvantAgeOnt",FALSE,0,NA,2018-03-09 23:56:30,FALSE,NA,"972259868265476096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AdvantAgeOnt",1,TRUE,FALSE,NA,NA
"94","@DennisKendel @MedicalPost @marcoux_laurent @drgigiosler @CMA_Docs @OntariosDoctors @Albertadoctors @SMA_docs… https://t.co/8qqOb7U3Cw",FALSE,2,"DennisKendel",2018-03-09 23:55:41,TRUE,"972167181197746176","972259659657625600","807865098","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BorisKraljPhD",0,FALSE,FALSE,NA,NA
"95","@DocSandyB @CMA_Docs We are thrilled you have been chosen to lead the oma. @AdvantAgeOnt",FALSE,1,"DocSandyB",2018-03-09 23:49:36,FALSE,"971769897955901440","972258130674507777","1053787855","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LisaLevin1",1,FALSE,FALSE,NA,NA
"96","RT @ResidentDoctors: FYI @CMA_Docs has launched a 'Health impacts of cannabis use' contest. Provide your voice and opinions in written, ora…",FALSE,0,NA,2018-03-09 23:48:55,FALSE,NA,"972257957328105472",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","jblackmerMD",7,TRUE,FALSE,NA,NA
"97","RT @ResidentDoctors: FYI @CMA_Docs has launched a 'Health impacts of cannabis use' contest. Provide your voice and opinions in written, ora…",FALSE,0,NA,2018-03-09 23:43:30,FALSE,NA,"972256596079165440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kim_G_Williams",7,TRUE,FALSE,NA,NA
"98","RT @CMA_Docs: “The Canadian health-care system was built at a very different time. The challenges we now face require us to think about how…",FALSE,0,NA,2018-03-09 23:38:48,FALSE,NA,"972255410534064128",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","DennisKendel",13,TRUE,FALSE,NA,NA
"99","RT @ResidentDoctors: FYI @CMA_Docs has launched a 'Health impacts of cannabis use' contest. Provide your voice and opinions in written, ora…",FALSE,0,NA,2018-03-09 23:34:53,FALSE,NA,"972254425208176640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","delilahdueck",7,TRUE,FALSE,NA,NA
"100","FYI @CMA_Docs has launched a 'Health impacts of cannabis use' contest. Provide your voice and opinions in written,… https://t.co/reamXxdLpX",FALSE,4,NA,2018-03-09 23:30:16,TRUE,NA,"972253264879210497",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","ResidentDoctors",7,FALSE,FALSE,NA,NA
"101","RT @CMA_Docs: Dr. Rupinder Toor’s motivation to improve women’s access to health care came after learning that her female relatives were sk…",FALSE,0,NA,2018-03-09 23:17:02,FALSE,NA,"972249933175762946",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","jblackmerMD",8,TRUE,FALSE,NA,NA
"102","We learned in Canada that taking a polarizing pro/con approach was not best for physicians or patients. It was a ve… https://t.co/gMamoUyM2I",FALSE,8,NA,2018-03-09 23:16:47,TRUE,NA,"972249871901175808",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","jblackmerMD",2,FALSE,FALSE,NA,NA
"103","We have crossed that hurdle for the sake of patients. Thanks to @jblackmerMD @CMA_Docs. NZ Assisted Dying | The Gis… https://t.co/x59pVJkoaf",FALSE,3,NA,2018-03-09 23:10:45,TRUE,NA,"972248354141827072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TadepalliRao",0,FALSE,FALSE,NA,NA
"104","RT @CMA_Docs: Dr. Rupinder Toor’s motivation to improve women’s access to health care came after learning that her female relatives were sk…",FALSE,0,NA,2018-03-09 22:41:44,FALSE,NA,"972241052143837185",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nicoleyac",8,TRUE,FALSE,NA,NA
"105","RT @RoseMLafreniere: @pmagn @simondonner @MarkJaccard @environmentca @AJWVictoriaBC @ScienceMin @RSCTheAcademies @CMA_Docs ""If the world do…",FALSE,0,NA,2018-03-09 22:08:31,FALSE,NA,"972232692879171584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pmagn",1,TRUE,FALSE,NA,NA
"106","RT @CMA_Docs: “The Canadian health-care system was built at a very different time. The challenges we now face require us to think about how…",FALSE,0,NA,2018-03-09 21:38:24,FALSE,NA,"972225111976828933",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","momandbabydepot",13,TRUE,FALSE,NA,NA
"107","RT @CMA_Docs: “The Canadian health-care system was built at a very different time. The challenges we now face require us to think about how…",FALSE,0,NA,2018-03-09 21:34:44,FALSE,NA,"972224189804445697",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dharmurology",13,TRUE,FALSE,NA,NA
"108","@pmagn @simondonner @MarkJaccard @environmentca @AJWVictoriaBC @ScienceMin @RSCTheAcademies @CMA_Docs ""If the world… https://t.co/BlFU8fVPcX",FALSE,2,"pmagn",2018-03-09 21:27:52,TRUE,"972022209383342082","972222461470236672","27049579","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RoseMLafreniere",1,FALSE,FALSE,NA,NA
"109","@ColinTaylorMD @CMA_Docs Indeed. Momentum is key!",FALSE,2,"ColinTaylorMD",2018-03-09 21:17:51,FALSE,"972211388650156032","972219940626403330","721853075367923712","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chris_r_simon",0,FALSE,FALSE,NA,NA
"110","@Ron_George @glauncel @Dal_Anesthesia @CASUpdate @CMA_Docs @CMAJ @CJA_Journal @DalMedSchool @RIM_DalMed… https://t.co/ahK1BdwJSb",FALSE,2,"Ron_George",2018-03-09 21:15:19,TRUE,"971918356801622016","972219304761585665","68438950","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DebendersDunham",0,FALSE,FALSE,NA,NA
"111","RT @CMA_Docs: Dr. Rupinder Toor’s motivation to improve women’s access to health care came after learning that her female relatives were sk…",FALSE,0,NA,2018-03-09 21:13:47,FALSE,NA,"972218916507389958",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SharonBal8",8,TRUE,FALSE,NA,NA
"112","RT @CMA_Docs: “The Canadian health-care system was built at a very different time. The challenges we now face require us to think about how…",FALSE,0,NA,2018-03-09 21:13:35,FALSE,NA,"972218868365176832",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","marcoux_laurent",13,TRUE,FALSE,NA,NA
"113","RT @DennisKendel: Our failure to assure equitable compensation between medical disciplines harms our profession-we need to chnage this @mar…",FALSE,0,NA,2018-03-09 21:09:45,FALSE,NA,"972217903750811650",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","drlesleybarron",6,TRUE,FALSE,NA,NA
"114","RT @DennisKendel: Our failure to assure equitable compensation between medical disciplines harms our profession-we need to chnage this @mar…",FALSE,0,NA,2018-03-09 21:04:42,FALSE,NA,"972216632331456512",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MedicalPost",6,TRUE,FALSE,NA,NA
"115","RT @pmagn: It's time for Cdn scientists to loudly let our Prime Minister, #goc, #ProvGov n ppl know that, no we can't have both.

We have…",FALSE,0,NA,2018-03-09 21:02:55,FALSE,NA,"972216184585142274",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","perfidiousSH",2,TRUE,FALSE,NA,NA
"116","RT @CMA_Docs: “The Canadian health-care system was built at a very different time. The challenges we now face require us to think about how…",FALSE,0,NA,2018-03-09 21:02:47,FALSE,NA,"972216147008524289",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","alandrummond2",13,TRUE,FALSE,NA,NA
"117","RT @pmagn: It's time for Cdn scientists to loudly let our Prime Minister, #goc, #ProvGov n ppl know that, no we can't have both.

We have…",FALSE,0,NA,2018-03-09 21:02:41,FALSE,NA,"972216125181186048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pmagn",2,TRUE,FALSE,NA,NA
"118","RT @CMA_Docs: Dr. Rupinder Toor’s motivation to improve women’s access to health care came after learning that her female relatives were sk…",FALSE,0,NA,2018-03-09 20:53:31,FALSE,NA,"972213816615456770",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","alandrummond2",8,TRUE,FALSE,NA,NA
"119","RT @CMA_Docs: Dr. Rupinder Toor’s motivation to improve women’s access to health care came after learning that her female relatives were sk…",FALSE,0,NA,2018-03-09 20:45:29,FALSE,NA,"972211795308892160",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","DennisKendel",8,TRUE,FALSE,NA,NA
"120","Thanks for your input @chris_r_simon @CMA_Docs - policy helpful and has a strong emphasis on the change that has to… https://t.co/tcVyjbSAQO",FALSE,2,NA,2018-03-09 20:43:52,TRUE,NA,"972211388650156032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ColinTaylorMD",0,FALSE,FALSE,NA,NA
"121","RT @CMA_Docs: Dr. Rupinder Toor’s motivation to improve women’s access to health care came after learning that her female relatives were sk…",FALSE,0,NA,2018-03-09 20:22:11,FALSE,NA,"972205930032062469",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","IsaPerreault1",8,TRUE,FALSE,NA,NA
"122","RT @CMA_Docs: Dr. Rupinder Toor’s motivation to improve women’s access to health care came after learning that her female relatives were sk…",FALSE,0,NA,2018-03-09 20:15:24,FALSE,NA,"972204225315794944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Financial_MD",8,TRUE,FALSE,NA,NA
"123","We are always honuored to share @TheRoyalMHC with our community.
Meet Lindee, CEO of Joule - a new subsidiary of t… https://t.co/AA9OMfkDH0",FALSE,7,NA,2018-03-09 20:07:41,TRUE,NA,"972202281465769984",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","theroyalfdn",1,FALSE,FALSE,NA,NA
"124","@marcoux_laurent (@CMA_Docs) and @DrJenGunter just two of the speakers - you can't miss it! https://t.co/98zgRYjrez",FALSE,1,"marcoux_laurent",2018-03-09 19:42:15,FALSE,NA,"972195883772125184","3230917165","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","emmanuellem07",0,FALSE,FALSE,NA,NA
"125","RT @ElmwoodDotCa: Audrey Grandmaison chronicles her career path to her current role at @CMA_Docs #IWD2018 #StartupWomen https://t.co/gySRL3…",FALSE,0,NA,2018-03-09 19:39:22,FALSE,NA,"972195157192814592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","emmanuellem07",4,TRUE,FALSE,NA,NA
"126","RT @colmjmccarthy: Well done @CMA_Docs !  Making this trip possible for parents! https://t.co/naahu2xYA6",FALSE,0,NA,2018-03-09 19:37:40,FALSE,NA,"972194730829205504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","emmanuellem07",5,TRUE,FALSE,NA,NA
"127","@SRPCanada @RCC_bc @YXEMD @john_soles @drgigiosler @CMA_Docs One year the band even invited my guy up on stage beca… https://t.co/Rrm1SpMJyX",FALSE,0,"SRPCanada",2018-03-09 19:30:00,TRUE,"971950178046443520","972192800832831488","1180463143","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DrMerrileeBrown",0,FALSE,FALSE,NA,NA
"128","RT @CMA_Docs: Thank you to @DocSandyB, @PeakMD, @Kapur_AK, @Larsendarren for running a terrific campaign for CMA’s President-Elect nominee.…",FALSE,0,NA,2018-03-09 19:20:27,FALSE,NA,"972190396150263808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","emmanuellem07",23,TRUE,FALSE,NA,NA
"129","RT @DennisKendel: Our failure to assure equitable compensation between medical disciplines harms our profession-we need to chnage this @mar…",FALSE,0,NA,2018-03-09 18:58:51,FALSE,NA,"972184958511980544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DrRFernandez",6,TRUE,FALSE,NA,NA
"130","@MedicalPost @DennisKendel @marcoux_laurent @drgigiosler @CMA_Docs @OntariosDoctors @Albertadoctors @SMA_docs… https://t.co/uSpLLmw1NV",FALSE,1,"MedicalPost",2018-03-09 18:39:37,TRUE,"972179046992875521","972180121024045057","482248505","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KJFMartin",0,FALSE,FALSE,NA,NA
"131","RT @MedicalPost: @KJFMartin @DennisKendel @marcoux_laurent @drgigiosler @CMA_Docs @OntariosDoctors @Albertadoctors @SMA_docs @DoctorsOfBC @…",FALSE,0,NA,2018-03-09 18:39:01,FALSE,NA,"972179970914004992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KJFMartin",1,TRUE,FALSE,NA,NA
"132","@KJFMartin @DennisKendel @marcoux_laurent @drgigiosler @CMA_Docs @OntariosDoctors @Albertadoctors @SMA_docs… https://t.co/6hlkjdivWx",FALSE,0,"KJFMartin",2018-03-09 18:35:21,TRUE,"972177851536453632","972179046992875521","896757116949602305","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MedicalPost",1,FALSE,FALSE,NA,NA
"133","RT @SRPCanada: @YXEMD @john_soles @RCC_bc @drgigiosler @CMA_Docs We are So family friendly that the little one even get to come to the even…",FALSE,0,NA,2018-03-09 18:32:23,FALSE,NA,"972178300092039168",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RCC_bc",1,TRUE,FALSE,NA,NA
"134","@YXEMD @john_soles @SRPCanada @drgigiosler @CMA_Docs Childcare is part of our strategy to support the development o… https://t.co/LKzSRJsfKp",FALSE,2,"YXEMD",2018-03-09 18:31:56,TRUE,"971945017467023360","972178187957420032","2420971668","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RCC_bc",0,FALSE,FALSE,NA,NA
